hash,commit_hash,author,date,message,lines_added,lines_deleted,files_changed
6fbfca90b6029c22da90902e950edd9f6d37a838,6fbfca9,hodbn,2020-03-17 14:59:48 -0700,Send only one Host header in chunked request,30,1,3
aae78010e987a414c176bddbf474cd554505219c,aae7801,Ben Li-Sauerwine,2021-08-27 14:49:51 -0400,Time out requests' tests after 10 minutes. (#5916),1,1,1
10968357a19a146332c8dfd8e6d17006d746e580,1096835,Nate Prewitt,2021-08-26 18:11:30 -0700,Appropriately handle urllib3's InvalidHeader exception (#5914),30,1,2
b351e906b62083b1dcfdb7a6c8aa8a4d3fb55ff4,b351e90,Nate Prewitt,2021-08-26 03:58:35 -0700,Update codeql branch target (#5913),2,2,1
70a13e2a263983ac3a3e93591e8cebcf8a2169b1,70a13e2,Nate Prewitt,2021-08-25 18:04:43 -0700,Fix syntax error in lock action (#5912),3,2,1
8ea90a5ce7b085449a2b5c61743574bf911733ee,8ea90a5,Ian Stapleton Cordasco,2021-08-25 13:23:34 -0500,Shorten the window before we lock threads,2,0,1
7adb8686ac011d2172a47d2e777ee1d9b5b9907b,7adb868,Ian Stapleton Cordasco,2021-08-25 13:21:35 -0500,Add thread locker workflow (#5909),15,0,1
827b87b9bee88793051b6c7bb6639bb6d72a0654,827b87b,Борис Верховский,2021-08-25 12:48:30 -0400,Formatting (#5910),2,2,1
2d30aeb7c6d7180b67e2bb01962f3383739a1c62,2d30aeb,Ben Li-Sauerwine,2021-08-24 22:00:17 -0400,Add a test which verifies that ChunkedEncodingError is emitted if an invalid Tra,22,0,1
b0e025ade7ed30ed53ab61f542779af7e024932e,b0e025a,Israel Tsadok,2021-08-04 08:58:51 +0300,Fix broken link to adapters essay (#5899),1,1,1
d8829f9f242149174e50f45e021ffb81fbbced70,d8829f9,Thomas Lam,2021-08-02 19:40:34 -0500,Fix extract_zipped_paths infinite loop when provided invalid unc path (#5851),8,0,2
b227e3cb82c8d42ea27790d615ecafe12528d3bc,b227e3c,Michał Górny,2021-07-28 18:23:08 +0200,Fix creating non-listening sockets in tests on some platforms (#5890),3,1,1
db575eeedcfdb03bf31285afd3033e301df8b685,db575ee,Steve Berdy,2021-07-26 11:56:44 -0400,Fix inconsistent exception type in response.json() method (#5856),47,18,7
941a77f2b86a801aff9bda17c65b9f7e56f2c68a,941a77f,Jeremy Cline,2021-07-19 12:44:02 -0400,docs: Update the Red Hat vulnerabilities contact (#5881),1,1,1
a3d54b83f74b48c476fd54b8b857500fb713a4f4,a3d54b8,Egor,2021-07-18 17:59:37 +0700,Update advanced.rst (#5821),1,1,1
a5b45edf2f02e5c91daf0ff779bd5e48cf098a15,a5b45ed,Steve Berdy,2021-07-16 14:06:42 -0400,Update api.rst (#5877),2,2,1
a1a6a549a0143d9b32717dbe3d75cd543ae5a4f6,a1a6a54,Nate Prewitt,2021-07-09 12:12:59 -0700,v2.26.0,24,7,2
e253eba5ed8922affe50089548a15fbda298fefd,e253eba,Quentin Pradet,2021-07-12 18:44:43 +0400,Stop abusing pytest-httpbin to test commonName support,39,4,3
f6c0619d892a41dcf84933810ffda89e9f6b10d4,f6c0619,Nate Prewitt,2021-07-09 11:51:07 -0700,Disable requests[security] and remove 3.5 support references,14,8,7
33cf965f7271ab4978ed551754db37865c4085db,33cf965,Naor Livne,2021-07-07 16:25:20 +0300,Allow idna 3.x to be installed on Python 3.x,2,1,1
5351469472eccee7ed1a6cae53341446c520d807,5351469,Дилян Палаузов,2021-07-07 16:16:28 +0300,Add support for brotli decoding (#5783),15,1,4
24630743cecd3d0e9db7bee7e47381dbadf2d789,2463074,Bernát Gábor,2021-07-07 01:14:51 +0100,Avoid zip extract racing condition by using read+write instead extract (#5707),18,3,1
2ed84f55b22f19a1e1e8eea2e50963dce62052d3,2ed84f5,Ash Berlin-Taylor,2021-07-07 00:55:02 +0100,Switch LGPL'd chardet for MIT licensed charset_normalizer (#5797),119,27,10
33d448eb21bbbf643cc1f61493b0b606d8352aea,33d448e,TAHRI Ahmed R,2021-07-06 22:39:50 +0200,Pin Flask to <2.0 to fix the test suite,1,0,1
1466ad713cf84738cd28f1224a7ab4a19e50e361,1466ad7,Francois Marier,2021-05-31 21:23:54 -0700,Fix GitHub links (#5835),3,3,2
f6d43b03fbb9a1e75ed63a9aa15738a8fce99b50,f6d43b0,Mark Bell,2021-05-07 17:54:37 +0100,Updated to new be-cordial-or-be-on-your-way URL and CoC now references Python Co,6,3,2
05a1a21593c9c8e79393d35fae12c9c27a6f7605,05a1a21,tallalnparis4ev,2021-05-06 19:18:58 +0100,Throw value error when serializing JSON object with NaN value (#5810),17,3,3
c45a4dfe6bfc6017d4ea7e9f051d6cc30972b310,c45a4df,Coco Mishra,2021-04-11 11:25:49 -0500,grammar fix (#5791),1,1,1
2c2138e811487b13020eb331482fb991fd399d4e,2c2138e,Hans96,2021-03-19 18:09:29 -0400,Update setup.py (#5780),0,1,1
c2674158826050ad8e134da3e09546f36466777b,c267415,laggardkernel,2021-03-20 00:44:19 +0800,Remove call to set default value for allow_redirects,0,2,1
54336568789e0ec41f70c800a96384e4fac58dd9,5433656,Ian Stapleton Cordasco,2021-03-18 09:36:34 -0500,Merge pull request #5777 from cclauss/patch-1,0,0,0
f79d1ef42f646a1835eda6b1a50c54e7afe56784,f79d1ef,Christian Clauss,2021-03-18 13:19:28 +0100,Also update requests.models.Response,6,1,1
4193b95db0e24b298b2c41d404c8b6e45c977ff5,4193b95,Christian Clauss,2021-03-18 12:27:02 +0100,simplejson.JSONDecodeError may be raised on Py2 and Py3,3,3,1
06462a6e794b2d016368959e4efe72eb86b2baea,06462a6,Christian Clauss,2021-03-18 10:06:14 +0100,quickstart.rst: r.json() can raise JSONDecodeError on Py3,3,1,1
913880c45a3a8c3bf6b298e9c38709cd95a9c97c,913880c,Andrew M. White,2021-02-24 09:09:13 -0800,Fix typo,1,1,1
bdc00eb0978dd3cdd43f7cd1f95ced7aa75fab39,bdc00eb,Ian Stapleton Cordasco,2021-02-17 15:37:02 -0600,Merge pull request #5755 from pdmccormick/master,0,0,0
ef6ceffc1c943e73795150ede423bded8f0dbf12,ef6ceff,Peter David McCormick,2021-02-17 15:32:49 -0500,Provide directions for cloning repository despite malformed commits,16,0,1
8c211a96cdbe9fe320d63d9e1ae15c5c07e179f8,8c211a9,Ian Stapleton Cordasco,2021-01-24 16:59:46 -0600,Merge pull request #5681 from mateusduboli/5677,0,0,0
74b72800490901bfa21620b46ed25ac72b2e94b5,74b7280,XiaojueGuan,2021-01-22 21:41:39 +0800,Fix typo request -> requests,1,1,1
083aa67a0d3309ebe37eafbe7bfd96c235a019cf,083aa67,Ian Stapleton Cordasco,2021-01-20 08:58:35 -0600,Merge pull request #5723 from bbodenmiller/patch-2,0,0,0
f6072f1e14d2635d4af1f4c5b1925d3e902cc2a2,f6072f1,Ben Bodenmiller,2021-01-19 17:27:56 -0800,Format c_rehash,1,1,1
c2b307dbefe21177af03f9feb37181a89a799fcc,c2b307d,Nate Prewitt,2020-12-16 09:55:17 -0800,v2.25.1,13,2,2
6de4f104cd8813e3fb2fca6c8297211794728cad,6de4f10,Shouro,2020-12-15 05:49:49 +0600,Change docs title to requests.sessions,2,2,1
b223291693402bdc2a20e58906eb026325b67f2d,b223291,Nate Prewitt,2020-12-14 09:29:10 -0800,Merge pull request #5688 from dan-blanchard/patch-1,0,0,0
516f84f490ccd352672847c6a3d23c67a13b3f98,516f84f,Dan Blanchard,2020-12-10 20:07:55 -0500,Upgrade to chardet 4.x,3,5,2
d3e0f73354051f824cae563aeae215006158da28,d3e0f73,Ernest W. Durbin III,2020-12-09 09:03:57 -0500,Update sponsorship link,1,1,1
60ea7f0c2def461a9ddc20e7af0fc90b68dbe0de,60ea7f0,Mateus Dubiela Oliveira,2020-12-08 18:37:18 +0100,#5677: Rebuild proxies on Session#send,40,1,2
5035827ba4ca5d0daaf59ee7b55fd3333b34fdc6,5035827,Ian Stapleton Cordasco,2020-12-04 13:38:17 -0600,Merge pull request #5670 from smarie/pr_proxy_conf_helper_and_doc,0,0,0
589c4547338b592b1fb77c65663d8aa6fbb7e38b,589c454,Ian Stapleton Cordasco,2020-11-29 12:19:15 -0600,Merge pull request #5673 from jjmaldonis/master,0,0,0
5855dd711f0ab9c9c4782574b8814b1e4c7f98cc,5855dd7,jason,2020-11-29 11:51:41 -0600,updated `get_encoding_from_headers` to return utf-8 if the content type is set t,4,0,1
d0359c9460eb83759734dd898b1dd633f5477b89,d0359c9,Kaartic Sivaraam,2020-11-28 23:51:02 +0530,Fix broken link,1,1,1
f02a80cbe85c16c99cd0c4df63aeb56c0044865a,f02a80c,Sylvain MARIE,2020-11-27 17:44:13 +0100,Updated proxies documentation,28,20,1
d1ca591c0fc0cfac634c74ed8b283c47ecffa9f8,d1ca591,Sylvain MARIE,2020-11-27 17:05:17 +0100,"Revert ""New helper method `set_http_proxy` in `Session` to set proxies in a more",0,120,2
2fddbe36063812788a175617aceafe2965d40646,2fddbe3,Sylvain MARIE,2020-11-27 11:51:47 +0100,Updated proxies documentation,35,1,2
4b66260cb7c88a41a971d2458d75efd556f2e00e,4b66260,Sylvain MARIE,2020-11-27 11:51:16 +0100,New helper method `set_http_proxy` in `Session` to set proxies in a more user fr,120,0,2
9ce669e3ae71f63f064224093c3e21d9c57871ce,9ce669e,Nate Prewitt,2020-11-18 08:32:02 -0800,Merge pull request #5663 from hugovk/patch-1,0,0,0
0514dea6fc5e6335b9dbef6f29d226469eaab202,0514dea,Hugo van Kemenade,2020-11-18 09:00:23 +0200,Pin GHA to Ubuntu 18.04,1,1,1
962c8986ca211ad70b1653e9d6a0e31fa8d8d4f9,962c898,Nate Prewitt,2020-11-16 17:31:39 -0800,Merge pull request #5594 from icfly2/patch-1,0,0,0
28cc1d237b8922a2dcbd1ed95782a7f1751f475b,28cc1d2,Ian Stapleton Cordasco,2020-11-16 13:19:05 -0600,Merge pull request #5659 from nateprewitt/contrib_cleanup,0,0,0
78fdf4dd92bd1e12806ae36e22229149e0b45a4a,78fdf4d,Nate Prewitt,2020-11-16 10:44:31 -0800,Remove reference to development philosophy,2,5,1
03957eb1c2b9a1e5e6d61f5e930d7c5ed7cfe853,03957eb,Nate Prewitt,2020-11-10 12:34:35 -0800,v2.25.0,25,6,4
320a10d142a7cbe224f0dcb1732484fff08cdd8e,320a10d,Nate Prewitt,2020-11-10 17:25:43 -0800,Remove Pipfile/Pipfile.lock,4,794,4
9cd2d33489f95a97fdbb22a977ff4b7f51199702,9cd2d33,Nate Prewitt,2020-11-10 13:03:14 -0800,Move CI to Github Actions,44,324,6
2f70990cd3fabf7b05cb9a69b3dab1a43bbf0096,2f70990,Nate Prewitt,2020-11-01 08:52:01 -0800,Merge pull request #5643 from tarmath/netrc,0,0,0
ba543713d35067866d68b09f644042c0c021a8ba,ba54371,Mathieu Pichette,2020-10-19 09:36:52 -0700,Respect the NETRC environment variable,10,3,2
143150233162d609330941ec2aacde5ed4caa510,1431502,Ian Stapleton Cordasco,2020-10-05 13:15:43 -0500,Merge pull request #5614 from smstong/master,0,0,0
4840d4a3768d8eb4416875a921ad95ca9b86e789,4840d4a,Jonathan,2020-10-04 20:45:07 -0400,small typo corrected.,1,1,1
4f6c0187150af09d085c03096504934eb91c7a9e,4f6c018,Ian Stapleton Cordasco,2020-10-02 17:10:53 -0500,Merge pull request #5611 from psf/add-codescanning,0,0,0
d09c0e0f24486f66ceaa03b0631d7e23f385e7c2,d09c0e0,Ian Stapleton Cordasco,2020-10-02 14:06:24 -0500,Update codeql-analysis.yml,3,8,1
941ac53ba0251496b56b28c47ae48ea5a88e477a,941ac53,Ian Stapleton Cordasco,2020-10-01 09:19:34 -0500,Create codeql-analysis.yml,71,0,1
799a97d3609c1f8bb6a39521f1c3720b42871ab8,799a97d,Ian Stapleton Cordasco,2020-09-30 15:35:12 -0500,Merge pull request #5608 from abdullahselek/master,0,0,0
ae6144599a773e5c28670886cb9914c62a2ca604,ae61445,Abdullah Selek,2020-09-30 20:52:35 +0100,Add official Python 3.8 support on Appveyor,5,0,1
333fa8d3f201f68b82d9e8f26be4987e869fd3bf,333fa8d,Ae-Mc,2020-09-29 18:36:31 +0300,Remove reading HISTORY.md in setup.py,0,2,1
c3280d7844cc88693b1e97d45f704945cb55f29c,c3280d7,Ruben,2020-09-23 13:19:29 +0200,Update advanced.rst,2,2,1
967a05bfffcb68f97296eda197b062221c2ebc0d,967a05b,Martin,2020-09-11 17:36:21 +0200,Update renamed GitHub handle,1,1,1
1f7c88880b2fa56947d844202127782a50e871e7,1f7c888,Nate Prewitt,2020-08-27 11:09:01 -0700,Merge pull request #5570 from ajorg-aws/master,0,0,0
22b5a39098223f51fcd2df238e13f9bac86b35a4,22b5a39,Andrew Jorgensen,2020-08-27 09:44:27 -0700,Apply the Apache-2.0 license correctly,174,10,2
2a7832b5b06d377c7c79d1170b07e41fbd1a5d7c,2a7832b,Sagar Giri,2020-08-26 09:23:30 +0900,Update index.rst,1,1,1
48237afd9d064c639b9c2bcea7e75ab7b717b181,48237af,Nate Prewitt,2020-08-18 14:42:10 -0700,updating doc links and formatting,4,3,3
0b013558704edc6b9aeeef566460b28e019052c4,0b01355,Seth Michael Larson,2020-08-02 00:39:37 -0500,Pin more helpful links to sidebar,27,3,2
43ed689d97266476871ff38cd45ba551e934ef63,43ed689,Seth Michael Larson,2020-08-02 00:20:26 -0500,"Trim release section, add back Twitter support",14,12,3
551a0bf0df2db42413baf4734ad6be37415f25ca,551a0bf,Seth Michael Larson,2020-08-02 00:08:12 -0500,"Recommend Pip, remove todo/philo docs, pare down support avenues",8,203,8
08300621004a76dcacf03ed6538bcf2e592ac521,0830062,Seth Michael Larson,2020-08-01 23:36:08 -0500,"Remove images, analytics, 'keep up to date'",2,204,22
533c384b875166eef837b4e0e45125cf8ad9c6b1,533c384,Seth Michael Larson,2020-08-01 19:50:53 -0500,Make README markdown compatible,27,91,1
02eb5a2cd34d36548ebb08528c73ca66c2a398d9,02eb5a2,Matt Silverlock,2020-08-16 19:31:05 -0700,Document the dangers of using verify=False,19,1,2
2d39c0db054e158767ab4a755476844fe40787e7,2d39c0d,Ben Bodenmiller,2020-07-23 21:57:30 -0700,Docs: list CURL_CA_BUNDLE as supported (#5509),1,0,1
1b417634721ec377abb7f17bc1f215e07202c2f7,1b41763,Nate Prewitt,2020-06-26 10:45:06 -0800,cleanup advanced docs header,0,2,1
8149e9fe54c36951290f198e90d83c8a0498289c,8149e9f,Nate Prewitt,2020-06-19 09:04:21 -0700,Merge pull request #5505 from ollien/prepared-requests-docs-correction,0,0,0
9cae7be94f0aa35a26b42e1a34e26f874cd754da,9cae7be,Nick Krichevsky,2020-06-18 22:06:23 -0400,Clarify that PreparedRequests should not be manually created,3,1,1
1ca1c52e698b13d3d5cc0755a6450306d880b933,1ca1c52,Kartik Chugh,2020-06-17 16:09:34 -0400,Google App Engine (#5475),2,2,2
0797c61fd541f92f66e409dbf9515ca287af28d2,0797c61,Nate Prewitt,2020-06-16 13:55:11 -0700,v2.24.0,12,2,2
daa2b297a35518e2b4b649919e49d65f1f7ca463,daa2b29,Nate Prewitt,2020-06-16 13:54:43 -0700,updating usage information,2,2,1
7c71982260aa8f88c44daee64ccf61e2db2e301c,7c71982,Nate Prewitt,2020-06-17 08:21:38 -0700,Merge pull request #5496 from dbaxa/optimise-prepare-body,0,0,0
71a05cf28985da6bb56ee27b91d7cd005ce8da9d,71a05cf,David Black,2020-06-16 20:53:07 +1000,Avoid an unnecessary computation of the length of data for non-stream requests (,5,5,1
737dd0c3c6b9c090d1d525ffc0c7449d2cdca0ac,737dd0c,Bharat Raghunathan,2020-06-16 01:26:07 +0530,Update number of dependents on requests (#5495),1,1,1
8ac5929ae199164f3a96a6f7a53c177a87018f43,8ac5929,Kevin Kirsche,2020-06-15 11:23:17 -0400,Fix typo in README (#5468),1,1,1
2b3436e0e7831676044b57f6f2cc9eb7c188293e,2b3436e,Nate Prewitt,2020-06-15 07:44:38 -0700,Merge pull request #5492 from dbaxa/avoid-calling-resolve_redirects-whe-not-foll,0,0,0
fa2dbe9a91764734a23104f9a4bde2a6d2bd9cde,fa2dbe9,David Black,2020-06-15 20:14:29 +1000,Remove what appears to be an un-needed call to self.resolve_redirects when not f,6,4,1
9ed5db8ed28e816b597dafd328b342ec95466afa,9ed5db8,Thomas Grainger,2020-05-09 06:08:51 +0100,fix raise_for_status docstring (#5293),1,1,1
427e8eb1e7559ac4739c04069310be18ddbb734f,427e8eb,Miro Hrončok,2020-05-09 06:58:03 +0200,Fix test_conflicting_post_params to work on pytest 5 (#5305),4,2,1
251f73f65d46ff5de64b8ae2e6c6fe38c1a28808,251f73f,Seth Michael Larson,2020-05-01 18:24:51 -0500,Add changelog entry for pyOpenSSL change,7,2,1
db47b9b4a0c5877fb97f64ac442757604c4c45cc,db47b9b,Seth Michael Larson,2020-04-30 08:55:53 -0500,Don't use pyOpenSSL unless no SNI is detected,14,6,1
bfb93d4b7d269a8735f1b216093e7e9a9fdc4517,bfb93d4,Nate Prewitt,2020-04-03 14:39:06 -0700,update bleach security vulnerability,83,103,1
9ea85109a51d6573caab6d6811c503dfec456ea7,9ea8510,Nate Prewitt,2020-04-03 14:31:44 -0700,fixing rst markup,2,2,1
c577eb8d5fa39eb4acdc64eb2e957a2c1b261c9b,c577eb8,Dustin Rodrigues,2020-03-28 19:24:35 -0400,fix README typo,1,1,1
bebf5250b0df1b922ff534e987a4481cc4dde99d,bebf525,Alessio Izzo,2020-03-25 20:44:51 +0100,Remove explicit unicode literal in README.md and doc (#5336),17,17,4
2758124a13cddff7244b97b5ffe3fddabb90bc18,2758124,Seth Michael Larson,2020-02-27 21:33:09 -0600,Also update GitHub's Security Disclosure document (#5370),8,8,1
4fc7f4a255fff60d1033ec66b0d180390adf9306,4fc7f4a,Nate Prewitt,2020-02-27 10:05:07 -0800,Update disclosure contact info (#5369),6,4,1
65989ddfe927f2dd3f194c5fed0df770006473bc,65989dd,Nate Prewitt,2020-02-26 20:45:41 -0800,changing of the guard,3,2,1
0a760ff025e933cbd1c5017bb5f2dfc9aa1dd6a3,0a760ff,Nate Prewitt,2020-02-26 20:21:08 -0800,updating pipfile.lock for bleach security issue (#5364),230,184,1
ca6f9af5dba09591007b15a7368bc0f006b7cc50,ca6f9af,Redowan Delowar,2020-02-23 23:56:46 +0600,Normalize exception docstrings (#5338),3,6,1
b7c6aba848b10933f327fcce41970c29dc59051b,b7c6aba,Nate Prewitt,2020-02-19 10:27:54 -0800,v2.23.0,19,3,2
fd13816d015c4c90ee65297fa996caea6a094ed1,fd13816,Nate Prewitt,2020-02-18 15:01:34 -0800,"Revert ""Fix for response with UTF-8 BOM #4976""",0,34,3
24bcb9eab60d2db5e71979ea391b3e5675daff1f,24bcb9e,Nate Prewitt,2020-02-18 15:00:28 -0800,"Revert ""Use urllib for chunked requests""",58,13,1
b15056d1d3c4ca3546c88b9fe390f0721b198c2e,b15056d,Nate Prewitt,2020-02-18 14:56:19 -0800,"Revert ""#4965 fix: Accessing response.content twice removes forgets read error.""",3,62,3
80011a7917afe2cd6a5fa8359e7ea90203880b3c,80011a7,Ned Batchelder,2019-06-04 16:05:28 -0400,Remove an obsolete attribute from __attrs__,1,1,1
c46f55bd48dabc02f033d252f8c64e2011f37361,c46f55b,Chris Withers,2020-02-18 14:58:27,Limit dependencies to major instead of minor (#5342),3,3,1
e11302018b72679505503241c9276a46c163e14a,e113020,Alexander Zhukov,2020-02-18 09:19:38 +0200,Fix the syntax highlighting in the example (#5276),2,2,1
23f6faa7cd36a95aa08da7885ad0adf41dd94ec0,23f6faa,Nate Prewitt,2020-02-17 21:44:33 -0800,Merge pull request #5346 from stock1218/master,0,0,0
ae0a497b0c8506f6187167da8d181fa400fd08f8,ae0a497,John Samuels,2020-02-17 21:47:34,Update link to pipenv in installation guide.,1,1,1
b1631b03bc8dbff0266225b2ecebed9880449c32,b1631b0,John Samuels,2020-02-17 21:46:26,Update link to pipenv in README.,1,1,1
a9906536ee971872e5031a0138d63fb4ea481511,a990653,Nate Prewitt,2020-01-31 14:24:52 -1000,Merge pull request #5326 from nawatts/intersphinx-mapping-config,0,0,0
d5c4cac0f4cc2f558099a55686ddb2e0bdc2dbd1,d5c4cac,Nick Watts,2020-01-25 18:19:22 -0500,Fix intersphinx_mapping config for Python standard library,1,1,1
7b565d886c852609a849e79e4ad8f3f8fa8d8c23,7b565d8,Nate Prewitt,2020-01-25 10:19:34 -0800,Merge pull request #5325 from nawatts/install-pip-link,0,0,0
7138d8b0e305e8b8c8348e2526c8580d6d7db192,7138d8b,Nick Watts,2020-01-25 12:09:10 -0500,Change link for pip installation instructions,1,1,1
9b95b4e7b4df1865b058161f1492989868614535,9b95b4e,johnthagen,2020-01-21 12:00:51 -0500,Add PyPy3 to Travis test suite (#5193),5,1,2
d2f65af033942a50890b29ab0159b385c426ea5b,d2f65af,Hugo van Kemenade,2020-01-19 17:41:09 +0200,Move community files under .github/ (#5206),153,156,6
a9ee0eef5a70acb9ed35622b3675574b11f92cb4,a9ee0ee,Sumana Harihareswara,2020-01-09 12:55:20 -0500,Add Python 2 support entry in FAQ (#5303),12,0,1
782e94d141cddb57400f444341b7f68c2211c66f,782e94d,John Kooker,2020-01-09 09:26:42 -0800,Update example code in README.md (#5292),1,1,1
ad18d14573b4dcbfa637e80a537a8f540ca57ac2,ad18d14,Nate Prewitt,2020-01-09 09:06:47 -0800,Merge pull request #5306 from hugovk/update-python-versions-in-faq,0,0,0
f462eecf4817ad886efd21f417129c4fd820c7ce,f462eec,Hugo,2020-01-06 11:24:02 +0200,Update supported Python versions,2,10,2
eedd67462819f8dbf8c1c32e77f9070606605231,eedd674,Nate Prewitt,2019-11-22 18:50:54 -0800,Merge pull request #5250 from MasterOdin/patch-1,0,0,0
4a540ff5f1f75fc1855dcf86b742c39a15968093,4a540ff,Matthew Peveler,2019-10-30 16:15:13 -0300,Fix link to requests-threads on community/recommended,1,1,1
d2590ee46c0641958b6d4792a206bd5171cb247d,d2590ee,Sorin Sbarnea,2019-10-25 04:02:55 +0100,Change documentation website to requests.readthedocs.io (#5236),16,16,11
4cd95aa49611ed3d2f9819e594825f755285c117,4cd95aa,Charles Reid,2019-10-24 22:46:04 -0400,update translation links from http -> https (#5237),14,14,2
56fd46f9bfb8b4067c67aa7433714ca8bf4a67e9,56fd46f,Nate Prewitt,2019-10-24 19:32:25 -0700,Merge pull request #5243 from hugovk/test-3.8-final,0,0,0
2ff8106d62a93ce768837f10005e9158609e2330,2ff8106,Hugo,2019-10-22 18:40:03 +0300,Test on Python 3.8 final,1,1,1
fab1fd10d0b115e635b9ef1364f8444089725000,fab1fd1,Ernest W. Durbin III,2019-09-30 05:52:29 -0400,Merge pull request #5216 from Leetcore/patch-1,0,0,0
74b72ce4265583db0430080ab67d3d5e0c4b44b2,74b72ce,Alex K,2019-09-29 18:10:59 +0200,documentation link fixed,1,1,1
6e05165a295e94afd9960a0f21fb36975870d8cf,6e05165,Hugo,2019-09-23 17:18:10 +0300,Test on Python 3.8 beta,3,1,2
01789038412d8998458face8dc8a0e7843f7e68f,0178903,Hugo,2019-09-23 17:17:19 +0300,Xenial is now the default,0,1,1
0d180a5cbb27fe23fbc3089d559cf539e7935c3e,0d180a5,☿ Kenneth Reitz,2019-09-23 16:08:40 -0400,Merge pull request #5208 from psf/partII,0,0,0
8345819b70dca798416b074dc297f1f2b1f4175e,8345819,☿ Kenneth Reitz,2019-09-23 14:31:19 -0400,Update README.md,1,0,1
5f824fb01958fd5d41a29e2eae3569c132de254f,5f824fb,☿ Kenneth Reitz,2019-09-23 14:30:16 -0400,Update README.md,1,3,1
1311c96eae86bbfe3f0fe7bef50a5904337fc53a,1311c96,☿ Kenneth Reitz,2019-09-23 14:29:35 -0400,Update README.md,1,1,1
c4c60864f8868ec33f3d33dc635f60a5453a3d71,c4c6086,☿ Kenneth Reitz,2019-09-23 14:28:52 -0400,Update README.md,1,1,1
e8a9bd7415986278fe41736a3c224232b9f98c39,e8a9bd7,Kenneth Reitz,2019-09-23 14:17:08 -0400,The Principle of Polarity,12,14,4
729fd3cf420adf658e0d98ba47789592016c112d,729fd3c,Kenneth Reitz,2019-09-23 14:07:17 -0400,"Revert ""deepmind""",0,0,1
1d3787a0eaffdb7679859db42613faf22ced0bbb,1d3787a,Kenneth Reitz,2019-09-23 14:07:01 -0400,AUTHORS.rst,2,4,1
0357b0724bd01cc89169fd40ca0132cf3248aff3,0357b07,Nate Prewitt,2019-09-19 08:32:13 -0700,Merge pull request #5195 from lzutao/patch-1,0,0,0
189fea7a11ea58f1cfef057dbfe07b827e108bc3,189fea7,Nate Prewitt,2019-09-19 08:29:29 -0700,Merge pull request #5197 from 5uper5hoot/patch-1,0,0,0
a5f4f3c9a3da6064feaf009ed94aba14c77fb137,a5f4f3c,Nate Prewitt,2019-09-19 08:13:04 -0700,resolve more-itertools py2.7 issues,121,23,2
e08981ee46ebe923a8101ca8e005b3f3687a8fa4,e08981e,Nate Prewitt,2019-09-19 07:52:28 -0700,updating project url,1,1,1
afb508f6a77c0f31b7e318c34166662cbf0a5844,afb508f,Nate Prewitt,2019-09-19 07:42:12 -0700,removing duplicate entry,0,1,1
09fd857eb1448a8234e39bc39e2c795d4c980bfb,09fd857,Nate Prewitt,2019-09-19 07:34:55 -0700,"Revert ""Add trusted domains""",1,8,1
146291795130cbe73e2a64f53c2a819244a4bd6b,1462917,☿ Kenneth Reitz,2019-09-18 19:24:42 -0400,Update README.md,1,1,1
2962c236c90f28eb150a01cf1bffd65ce1068384,2962c23,Peter Schutt,2019-09-18 21:09:22 +1000,Fix misspelling,1,1,1
9d4fd3c968b134d98ed2789cfb376e0237cfd047,9d4fd3c,Kenneth Reitz,2019-09-18 05:47:48 -0400,Update README.md,1,1,1
12640ec2429236f45580621f69c9d8335e78d1af,12640ec,Kenneth Reitz,2019-09-18 05:41:40 -0400,Merge branch 'master' of github.com:psf/requests,0,0,0
5cb55a84a7d3f2f5c586f9ca45b51e106d616d40,5cb55a8,Kenneth Reitz,2019-09-18 05:41:33 -0400,squash!,0,0,4
2cb3abea55aa92e0964ff1e5b3780ad43535f157,2cb3abe,Kenneth Reitz,2019-09-18 05:41:05 -0400,Update README.md,1,1,1
38d9a4f65f5fe0e7d6254eda5be889d53f9e06ef,38d9a4f,Kenneth Reitz,2019-09-18 05:40:25 -0400,Merge branch 'master' of github.com:psf/requests,0,0,0
fbc5ed552e120c7efd719aa259f1def58d18bc5f,fbc5ed5,Kenneth Reitz,2019-09-18 05:40:18 -0400,psf,0,0,2
5099688bfcb4d3d3180c320d8d5c4815320031da,5099688,Kenneth Reitz,2019-09-18 05:38:32 -0400,Update README.md,1,0,1
4cd65385f88dfa179991cce3e394012efd86b509,4cd6538,Kenneth Reitz,2019-09-18 05:38:12 -0400,Update README.md,5,2,1
87f9a58d45a25254942be42f647bf1992aae2621,87f9a58,Kenneth Reitz,2019-09-18 05:37:47 -0400,Update README.md,3,0,1
9369b5a37aeba52d668820870a863ad09c8e25b5,9369b5a,Kenneth Reitz,2019-09-18 05:37:03 -0400,kr,0,0,1
23fe729356d92b9bd40854a06cfc27546237bdbc,23fe729,Kenneth Reitz,2019-09-18 05:33:21 -0400,Merge branch 'master' of github.com:psf/requests,0,0,0
1a7d1406cb4a7658436fb65ce87a991a73e71273,1a7d140,Kenneth Reitz,2019-09-18 05:33:15 -0400,cleanups,58,49,6
92b88fcffb312630dd3e8b94b44be8a746fd585b,92b88fc,Kenneth Reitz,2019-09-18 05:26:27 -0400,Update README.md,1,1,1
ac851d8ac36ab4a456470903768471431f9e4cec,ac851d8,Kenneth Reitz,2019-09-18 05:26:03 -0400,Merge branch 'master' of github.com:psf/requests,0,0,0
